year,country,country_code,indicator,value,source,notes,z,z,z
2006,Serbia,,"Foreign direct investment, net inflows (% of GDP)",,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2006,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",1.762646588,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2006,World,,"Foreign direct investment, net inflows (% of GDP)",4.125755382,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,Albania,,"Foreign direct investment, net inflows (% of GDP)",6.108979662,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",31.22753188,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",11.67376419,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,Euro area,,"Foreign direct investment, net inflows (% of GDP)",10.66956336,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,Croatia,,"Foreign direct investment, net inflows (% of GDP)",7.834643319,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",8.798285622,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",25.46675154,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,Serbia,,"Foreign direct investment, net inflows (% of GDP)",9.853835831,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",3.935872769,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2007,World,,"Foreign direct investment, net inflows (% of GDP)",5.426653132,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,Albania,,"Foreign direct investment, net inflows (% of GDP)",9.682070855,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",18.89976381,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",5.257486278,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,Euro area,,"Foreign direct investment, net inflows (% of GDP)",4.663863443,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,Croatia,,"Foreign direct investment, net inflows (% of GDP)",7.666054224,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",6.172714486,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",21.45494086,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,Serbia,,"Foreign direct investment, net inflows (% of GDP)",7.480173771,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",1.946955128,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2008,World,,"Foreign direct investment, net inflows (% of GDP)",3.751045946,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,Albania,,"Foreign direct investment, net inflows (% of GDP)",11.17064325,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",7.490157326,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",0.786371182,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,Euro area,,"Foreign direct investment, net inflows (% of GDP)",4.047457742,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,Croatia,,"Foreign direct investment, net inflows (% of GDP)",4.925414593,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",2.760450822,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",37.27248349,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,Serbia,,"Foreign direct investment, net inflows (% of GDP)",6.238239378,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",-0.694282375,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2009,World,,"Foreign direct investment, net inflows (% of GDP)",2.364167497,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,Albania,,"Foreign direct investment, net inflows (% of GDP)",9.138131244,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",3.63054819,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.584024491,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,Euro area,,"Foreign direct investment, net inflows (% of GDP)",3.592863048,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,Croatia,,"Foreign direct investment, net inflows (% of GDP)",2.619540281,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",3.204382098,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",18.30213265,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,Serbia,,"Foreign direct investment, net inflows (% of GDP)",3.889254517,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",0.667761282,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2010,World,,"Foreign direct investment, net inflows (% of GDP)",2.675960694,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,Albania,,"Foreign direct investment, net inflows (% of GDP)",8.135336135,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",3.64377871,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.529527381,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,Euro area,,"Foreign direct investment, net inflows (% of GDP)",6.109366318,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,Croatia,,"Foreign direct investment, net inflows (% of GDP)",1.985540904,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",4.839817023,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",12.24932942,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,Serbia,,"Foreign direct investment, net inflows (% of GDP)",9.620344097,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",1.710859603,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2011,World,,"Foreign direct investment, net inflows (% of GDP)",3.167682172,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,Albania,,"Foreign direct investment, net inflows (% of GDP)",7.451354955,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",3.293739964,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.275398813,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,Euro area,,"Foreign direct investment, net inflows (% of GDP)",4.291405577,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,Croatia,,"Foreign direct investment, net inflows (% of GDP)",2.545699484,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",3.467441639,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",15.12226374,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,Serbia,,"Foreign direct investment, net inflows (% of GDP)",2.827599321,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",0.072644639,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2012,World,,"Foreign direct investment, net inflows (% of GDP)",2.64498547,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,Albania,,"Foreign direct investment, net inflows (% of GDP)",9.816284582,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",3.561261162,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",1.723379382,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,Euro area,,"Foreign direct investment, net inflows (% of GDP)",4.575552643,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,Croatia,,"Foreign direct investment, net inflows (% of GDP)",1.593776246,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",3.720367754,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",9.997307475,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,Serbia,,"Foreign direct investment, net inflows (% of GDP)",4.081410566,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",0.217315882,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2013,World,,"Foreign direct investment, net inflows (% of GDP)",2.657134427,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,Albania,,"Foreign direct investment, net inflows (% of GDP)",8.693038722,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",1.913300244,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.935902623,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,Euro area,,"Foreign direct investment, net inflows (% of GDP)",3.219538756,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,Croatia,,"Foreign direct investment, net inflows (% of GDP)",5.34746591,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",0.535807905,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",10.81866301,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,Serbia,,"Foreign direct investment, net inflows (% of GDP)",4.071193769,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",2.058753104,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2014,World,,"Foreign direct investment, net inflows (% of GDP)",2.412603741,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,Albania,,"Foreign direct investment, net inflows (% of GDP)",8.690533943,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",4.371782627,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.335293029,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,Euro area,,"Foreign direct investment, net inflows (% of GDP)",6.831332234,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,Croatia,,"Foreign direct investment, net inflows (% of GDP)",0.958051162,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",2.947027792,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",17.26022897,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,Serbia,,"Foreign direct investment, net inflows (% of GDP)",5.673817558,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",4.050968483,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2015,World,,"Foreign direct investment, net inflows (% of GDP)",3.625149522,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,Albania,,"Foreign direct investment, net inflows (% of GDP)",8.805091978,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",2.758177704,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",1.829756975,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,Euro area,,"Foreign direct investment, net inflows (% of GDP)",4.819304214,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,Croatia,,"Foreign direct investment, net inflows (% of GDP)",2.990142286,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",5.147554898,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",5.179483701,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,Serbia,,"Foreign direct investment, net inflows (% of GDP)",5.577707464,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",3.265413953,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2016,World,,"Foreign direct investment, net inflows (% of GDP)",3.532521901,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,Albania,,"Foreign direct investment, net inflows (% of GDP)",7.855448267,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",3.38441835,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.77975919,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,Euro area,,"Foreign direct investment, net inflows (% of GDP)",4.335510435,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,Croatia,,"Foreign direct investment, net inflows (% of GDP)",3.239996058,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",3.36726558,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",11.54440306,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,Serbia,,"Foreign direct investment, net inflows (% of GDP)",6.296361717,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",2.484214136,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2017,World,,"Foreign direct investment, net inflows (% of GDP)",2.747313223,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,Albania,,"Foreign direct investment, net inflows (% of GDP)",7.831090666,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",2.730245935,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.937813584,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,Euro area,,"Foreign direct investment, net inflows (% of GDP)",1.272960831,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,Croatia,,"Foreign direct investment, net inflows (% of GDP)",2.669114356,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",5.114948679,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",8.8189254,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,Serbia,,"Foreign direct investment, net inflows (% of GDP)",7.71374569,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",2.8648991,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2018,World,,"Foreign direct investment, net inflows (% of GDP)",1.272684827,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,Albania,,"Foreign direct investment, net inflows (% of GDP)",7.706217856,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",3.236476947,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.186613775,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,Euro area,,"Foreign direct investment, net inflows (% of GDP)",2.838836327,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,Croatia,,"Foreign direct investment, net inflows (% of GDP)",6.472771769,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",4.358924934,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",7.534929224,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,Serbia,,"Foreign direct investment, net inflows (% of GDP)",7.924874271,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",3.990986121,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2019,World,,"Foreign direct investment, net inflows (% of GDP)",2.104853013,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,Albania,,"Foreign direct investment, net inflows (% of GDP)",7.018651545,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",4.681573552,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",2.389390484,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,Euro area,,"Foreign direct investment, net inflows (% of GDP)",1.182916102,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,Croatia,,"Foreign direct investment, net inflows (% of GDP)",2.5391044,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",0.062242187,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",11.13004948,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,Serbia,,"Foreign direct investment, net inflows (% of GDP)",6.23865408,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,Slovenia,,"Foreign direct investment, net inflows (% of GDP)",0.948340848,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2020,World,,"Foreign direct investment, net inflows (% of GDP)",1.577643861,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2021,Albania,,"Foreign direct investment, net inflows (% of GDP)",6.757906713,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2021,Bulgaria,,"Foreign direct investment, net inflows (% of GDP)",2.766354745,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2021,Bosnia and Herzegovina,,"Foreign direct investment, net inflows (% of GDP)",3.242308168,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2021,Euro area,,"Foreign direct investment, net inflows (% of GDP)",3.439747479,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2021,Croatia,,"Foreign direct investment, net inflows (% of GDP)",7.427067577,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2021,North Macedonia,,"Foreign direct investment, net inflows (% of GDP)",4.97315295,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
2021,Montenegro,,"Foreign direct investment, net inflows (% of GDP)",11.83569694,https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS?end=2023&start=1970&view=chart,,,,
